Office,Parish,Ward,Precinct,"Joseph R. Biden, Kamala Harris Democratic (DEM)","Jo Jorgensen, Jeremy Cohen Libertarian (LBT)","Donald J. Trump, Michael Pence Republican (REP)","Brian Carroll, Amar Patel American Solidarity Party (OTH)","Jade Simmons, Claudeliah Roze Becoming One Nation (OTH)","President Boddie,Eric Stoneham C.U.P. (OTH)","Don Blankenship, William Mohr Constitution Party (OTH)","Brock Pierce, Karla Ballard Freedom and Prosperity (OTH)","Tom Hoefling, Andy Prior Life, Liberty, Constitution (OTH)","Gloria La Riva, Sunil Freeman Socialism and Liberation (OTH)","Alyson Kennedy,Malcolm Jarrett Socialist Workers Party (OTH)","Kanye West, Michelle Tidball The Birthday Party (OTH)","Bill Hammons, Eric Bodenstab Unity Party America (OTH)"
"Presidential Electors","St. Tammany","00","S13","40","2","153","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","St. Tammany","00","S15","118","7","217","0","1","1","0","0","0","0","0","4","0"
"Presidential Electors","St. Tammany","00","S16","84","1","220","0","0","0","0","0","0","1","0","2","0"
"Presidential Electors","St. Tammany","00","S17","87","1","304","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","St. Tammany","00","S18","46","6","241","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","S19","132","3","65","0","2","0","1","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","S20","111","1","157","0","0","0","1","0","0","2","0","0","1"
"Presidential Electors","St. Tammany","00","S21","156","9","160","0","0","0","0","0","0","0","0","2","0"
"Presidential Electors","St. Tammany","00","S22","96","3","272","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","St. Tammany","00","S23","33","4","137","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","St. Tammany","00","S24","121","1","43","2","1","1","0","0","0","0","0","1","1"
"Presidential Electors","St. Tammany","00","S25","115","4","75","1","2","1","0","0","0","0","0","1","0"
"Presidential Electors","St. Tammany","Early Voting","","24294","749","49934","57","37","23","33","23","26","19","20","87","27"
"Presidential Electors","St. Tammany","Provisional Votes","","2","0","1","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","001","176","2","80","4","1","0","0","1","0","0","0","3","1"
"Presidential Electors","Tangipahoa","00","002","452","4","114","1","0","3","0","1","0","0","0","3","0"
"Presidential Electors","Tangipahoa","00","006","218","2","14","2","1","1","1","1","0","0","0","2","0"
"Presidential Electors","Tangipahoa","00","011","210","2","111","0","1","0","0","0","1","1","0","1","0"
"Presidential Electors","Tangipahoa","00","015","92","0","92","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","016","57","3","187","0","0","0","0","0","0","0","0","4","0"
"Presidential Electors","Tangipahoa","00","017","288","4","58","2","0","3","0","0","0","1","0","3","0"
"Presidential Electors","Tangipahoa","00","018","226","4","64","1","1","0","0","0","0","1","0","4","0"
"Presidential Electors","Tangipahoa","00","026","164","1","77","1","1","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","027","66","0","101","0","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Tangipahoa","00","028","45","2","169","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","028A","30","0","49","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","033","44","3","205","0","0","0","0","0","1","0","0","0","0"
"Presidential Electors","Tangipahoa","00","040","57","0","101","0","0","0","0","0","0","0","1","0","0"
"Presidential Electors","Tangipahoa","00","040A","180","21","300","4","0","0","0","0","0","1","0","2","0"
"Presidential Electors","Tangipahoa","00","041","75","14","226","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Tangipahoa","00","042","148","2","81","0","1","0","0","1","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","042A","94","4","103","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","043","156","1","33","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","044","115","10","420","0","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Tangipahoa","00","045","111","5","171","1","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","045A","294","3","106","1","1","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","046","418","3","21","1","0","1","0","1","0","0","0","4","0"
"Presidential Electors","Tangipahoa","00","047","321","6","57","2","0","0","0","0","1","1","0","1","0"
"Presidential Electors","Tangipahoa","00","048","103","3","66","0","0","0","1","0","0","0","1","1","0"
"Presidential Electors","Tangipahoa","00","049","180","8","99","0","0","0","0","0","2","0","0","4","0"
"Presidential Electors","Tangipahoa","00","070","124","10","520","3","0","1","1","0","0","0","0","3","1"
"Presidential Electors","Tangipahoa","00","070A","96","5","165","0","3","1","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","071","212","5","322","0","1","0","1","1","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","072","253","4","216","2","0","1","0","1","0","1","0","0","0"
"Presidential Electors","Tangipahoa","00","072A","191","10","506","0","0","0","0","0","2","0","0","2","0"
"Presidential Electors","Tangipahoa","00","073","88","6","411","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Tangipahoa","00","074","154","5","412","1","1","2","0","0","0","0","0","2","1"
"Presidential Electors","Tangipahoa","00","101","122","3","187","0","0","0","0","0","0","0","0","1","1"
"Presidential Electors","Tangipahoa","00","102","140","8","421","1","1","0","0","0","0","0","0","3","1"
"Presidential Electors","Tangipahoa","00","104","46","2","359","0","2","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","104A","76","1","123","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","105","15","0","43","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","106","90","3","223","0","1","0","0","0","0","0","0","2","1"
"Presidential Electors","Tangipahoa","00","106A","63","0","205","1","0","0","0","0","0","0","1","1","0"
"Presidential Electors","Tangipahoa","00","106B","2","0","5","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","107","192","5","78","0","0","2","0","1","0","0","2","1","0"
"Presidential Electors","Tangipahoa","00","108","115","1","301","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","109","187","1","152","0","0","2","0","1","0","0","0","1","1"
"Presidential Electors","Tangipahoa","00","110","78","3","474","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","111A","112","5","127","0","1","1","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","112","85","5","500","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","114","26","1","370","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","115B","139","4","20","0","0","0","0","0","0","0","0","0","1"
"Presidential Electors","Tangipahoa","00","116","109","4","402","0","2","0","0","0","0","0","1","0","0"
"Presidential Electors","Tangipahoa","00","117","100","4","443","0","1","0","0","0","0","0","0","0","1"
"Presidential Electors","Tangipahoa","00","118","134","9","863","0","0","0","0","0","0","0","0","3","0"
"Presidential Electors","Tangipahoa","00","119","122","2","254","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","120","79","9","714","2","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","120A","53","2","710","2","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Tangipahoa","00","120B","68","8","196","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","121","21","4","215","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","121A","173","5","512","3","0","0","2","1","0","0","0","3","0"
"Presidential Electors","Tangipahoa","00","121B","12","0","35","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","122","123","18","631","0","0","0","0","0","1","0","0","2","0"
"Presidential Electors","Tangipahoa","00","122A","31","1","257","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","122B","90","8","689","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","123","160","5","421","2","0","1","0","0","1","0","0","1","0"
"Presidential Electors","Tangipahoa","00","124","58","5","252","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","124A","40","5","345","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","125","232","7","356","0","1","1","0","0","0","0","0","2","0"
"Presidential Electors","Tangipahoa","00","127","67","2","80","1","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","127A","91","10","192","0","0","1","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","129","157","2","40","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","129A","238","2","154","0","0","0","0","0","0","1","0","2","0"
"Presidential Electors","Tangipahoa","00","133","117","5","300","1","0","0","0","0","0","0","0","3","0"
"Presidential Electors","Tangipahoa","00","133A","119","3","271","1","3","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","137","69","4","533","0","0","0","0","0","0","1","0","2","0"
"Presidential Electors","Tangipahoa","00","137A","54","4","380","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","137B","155","4","213","0","0","0","0","0","1","0","0","3","0"
"Presidential Electors","Tangipahoa","00","137C","64","15","768","1","0","0","0","0","0","0","0","4","1"
"Presidential Electors","Tangipahoa","00","137D","39","4","465","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","139","82","3","138","0","1","1","0","0","0","1","0","1","1"
"Presidential Electors","Tangipahoa","00","141","119","10","211","0","0","0","0","0","0","0","0","1","1"
"Presidential Electors","Tangipahoa","00","141A","91","10","263","0","2","0","1","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","143","160","5","226","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Tangipahoa","00","143A","104","12","339","0","0","0","0","0","1","0","0","2","0"
"Presidential Electors","Tangipahoa","00","145","148","15","667","0","1","0","0","1","0","0","1","3","0"
"Presidential Electors","Tangipahoa","00","147","57","9","420","1","0","0","0","1","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","149","72","16","748","0","1","0","0","0","0","0","0","2","0"
"Presidential Electors","Tangipahoa","00","149A","26","5","164","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tangipahoa","00","151","82","11","758","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Tangipahoa","Early Voting","","8241","148","13929","11","12","12","7","5","13","8","5","25","5"
"Presidential Electors","Tangipahoa","Provisional Votes","","4","0","7","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","01","7","0","22","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","02","10","0","34","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","02B","6","0","30","0","0","0","0","0","0","0","0","0","1"
"Presidential Electors","Tensas","00","02C","6","1","7","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","04","45","0","7","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","04A","16","0","13","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","05","64","1","8","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","05A","29","1","8","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","07","5","0","25","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","09","20","0","17","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","10","20","0","67","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","11","19","1","114","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","11A","19","0","21","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","12","148","0","9","0","1","0","0","0","0","1","0","1","1"
"Presidential Electors","Tensas","00","15","142","1","10","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","00","17","24","2","69","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Tensas","Early Voting","","746","4","734","3","1","1","0","0","2","0","0","3","0"
"Presidential Electors","Tensas","Provisional Votes","","3","0","2","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","001","143","9","319","0","1","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","004 A","35","4","286","4","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","004 J","70","6","308","1","0","0","1","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","005","240","5","236","2","0","2","0","0","0","2","0","2","0"
"Presidential Electors","Terrebonne","00","007 A","185","5","131","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","007 L","179","1","141","0","1","0","1","0","0","0","0","0","1"
"Presidential Electors","Terrebonne","00","008","132","4","515","1","2","0","0","0","1","0","0","2","0"
"Presidential Electors","Terrebonne","00","009","40","3","177","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","010 A","71","4","270","0","1","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","010 L","56","4","226","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","011 A","42","3","269","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","011 J","51","4","321","0","1","0","0","0","0","1","0","2","1"
"Presidential Electors","Terrebonne","00","012","85","6","462","0","0","0","0","1","1","0","0","1","1"
"Presidential Electors","Terrebonne","00","013","32","0","162","0","0","1","0","1","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","014 A","30","4","358","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","014 K","43","5","345","0","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Terrebonne","00","015","49","5","385","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","016","54","4","323","2","0","0","1","0","0","0","0","2","0"
"Presidential Electors","Terrebonne","00","017","46","6","342","0","0","0","1","0","0","0","0","2","0"
"Presidential Electors","Terrebonne","00","018 A","49","3","223","0","0","0","0","0","0","1","0","1","0"
"Presidential Electors","Terrebonne","00","018 J","70","4","236","1","0","0","0","0","0","0","1","0","0"
"Presidential Electors","Terrebonne","00","019 A","46","2","150","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","019 K","55","1","142","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","020","140","10","221","0","1","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","021","45","3","198","1","0","0","0","0","0","0","1","1","0"
"Presidential Electors","Terrebonne","00","023","222","1","110","2","0","1","0","0","1","0","0","2","0"
"Presidential Electors","Terrebonne","00","025","76","9","362","0","1","0","1","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","027","23","2","203","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","029","26","4","157","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","031","242","2","134","0","1","1","0","1","0","0","0","2","0"
"Presidential Electors","Terrebonne","00","032","25","1","155","2","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","034 A","243","2","57","1","0","2","1","0","0","0","0","1","2"
"Presidential Electors","Terrebonne","00","034 M","256","2","31","0","0","1","2","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","035","30","1","137","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","036","78","1","113","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","038","86","6","281","2","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","040","108","9","300","0","1","0","0","1","1","0","0","2","0"
"Presidential Electors","Terrebonne","00","041","79","1","109","0","0","0","0","1","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","043","70","4","416","0","0","1","0","0","0","0","0","2","0"
"Presidential Electors","Terrebonne","00","045","31","4","212","1","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Terrebonne","00","046","161","11","204","1","1","0","0","1","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","048","183","3","80","2","0","2","0","1","1","1","0","2","0"
"Presidential Electors","Terrebonne","00","049","139","1","35","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","051","108","7","462","0","1","0","1","0","0","3","0","2","0"
"Presidential Electors","Terrebonne","00","052","112","5","382","1","0","1","2","0","3","0","0","2","0"
"Presidential Electors","Terrebonne","00","053","77","4","287","0","0","0","0","0","0","0","0","5","0"
"Presidential Electors","Terrebonne","00","054","25","2","128","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","055","24","6","415","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","056","12","1","191","0","1","0","1","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","057 A","26","2","326","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","057 L","41","4","369","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","058","16","0","206","0","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Terrebonne","00","059 A","71","1","383","1","0","0","1","0","0","0","0","2","1"
"Presidential Electors","Terrebonne","00","059 L","78","3","441","0","0","0","1","1","0","0","0","2","0"
"Presidential Electors","Terrebonne","00","060","37","7","531","0","0","0","1","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","061","8","2","179","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","063","21","1","323","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","064","18","3","199","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Terrebonne","00","065","96","1","141","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","066","37","0","128","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","067","255","3","103","1","0","0","1","0","0","1","0","0","0"
"Presidential Electors","Terrebonne","00","068","75","4","303","1","0","1","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","069","54","5","438","1","0","1","0","0","0","0","1","1","0"
"Presidential Electors","Terrebonne","00","071","110","1","68","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","072","55","2","455","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","073","26","0","333","0","0","0","0","0","0","1","0","1","0"
"Presidential Electors","Terrebonne","00","074","25","3","84","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","076","38","4","238","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","078","2","0","2","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","081","0","0","14","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","082","9","0","144","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","083","51","10","453","0","1","0","0","1","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","084","26","3","146","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","085","28","3","293","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Terrebonne","00","086","53","13","248","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","087","81","11","351","0","0","0","0","0","0","0","0","4","0"
"Presidential Electors","Terrebonne","00","088","31","3","507","0","1","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","089","47","4","577","0","0","0","0","0","0","0","1","3","0"
"Presidential Electors","Terrebonne","00","090","42","4","341","3","1","0","0","0","1","0","0","0","0"
"Presidential Electors","Terrebonne","00","095","1","1","26","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","099","9","2","30","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Terrebonne","00","103","64","8","221","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","105","3","0","2","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","106","4","0","6","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","107","2","0","1","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","109","1","0","15","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","110","45","6","116","0","0","0","0","0","0","0","1","0","0"
"Presidential Electors","Terrebonne","00","111","78","5","81","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","112","1","0","22","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","115","23","1","1","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","116","3","0","37","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","00","118","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Terrebonne","Early Voting","","5083","120","13750","14","6","10","1","6","7","5","4","13","5"
"Presidential Electors","Terrebonne","Provisional Votes","","0","0","0","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","01","44","1","36","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","02","66","0","125","0","1","1","2","0","0","0","0","0","0"
"Presidential Electors","Union","00","03","256","5","65","2","0","1","1","0","0","0","0","1","0"
"Presidential Electors","Union","00","04","76","3","318","0","0","0","1","0","0","0","1","0","0"
"Presidential Electors","Union","00","04A","7","0","3","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","05","42","3","188","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Union","00","06","31","8","253","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","07","34","4","255","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","08","15","0","65","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","09","16","2","35","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Union","00","10","20","0","110","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Union","00","11","136","3","195","0","0","0","0","1","0","0","1","0","1"
"Presidential Electors","Union","00","12","109","4","64","2","0","1","0","0","0","1","0","2","0"
"Presidential Electors","Union","00","13","12","0","8","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","14","113","4","18","2","0","0","0","0","0","0","0","2","1"
"Presidential Electors","Union","00","15","13","1","52","0","0","0","0","0","0","1","0","0","0"
"Presidential Electors","Union","00","16","39","2","204","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","17","17","2","226","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","17A","6","0","51","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","18","19","1","345","0","0","0","0","1","0","0","0","2","0"
"Presidential Electors","Union","00","19","16","2","281","3","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","20","16","0","283","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","22","16","1","244","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","23","14","2","316","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","24","75","3","225","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","26","110","3","118","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","27","5","3","242","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","28","44","3","284","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Union","00","29","23","4","491","0","0","1","0","0","0","0","0","1","0"
"Presidential Electors","Union","Early Voting","","1264","12","3306","0","4","6","1","1","2","2","2","4","1"
"Presidential Electors","Union","Provisional Votes","","0","0","1","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","01","38","5","608","2","1","0","0","0","0","0","0","1","1"
"Presidential Electors","Vermilion","00","02","89","4","337","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","05A","13","1","244","0","2","0","0","0","1","0","0","0","0"
"Presidential Electors","Vermilion","00","06","37","2","366","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","07A-1","5","1","83","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","07B","40","8","435","0","1","0","1","0","0","0","0","1","0"
"Presidential Electors","Vermilion","00","08B","13","1","179","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","09","68","4","363","0","0","0","0","1","0","0","0","0","0"
"Presidential Electors","Vermilion","00","10A","49","3","307","0","0","0","1","0","0","0","0","1","0"
"Presidential Electors","Vermilion","00","11","45","5","282","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","12","140","0","172","0","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Vermilion","00","14","43","6","658","0","1","0","0","1","0","0","0","0","0"
"Presidential Electors","Vermilion","00","16","3","0","87","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","18","50","15","793","1","0","0","0","1","0","1","1","1","0"
"Presidential Electors","Vermilion","00","19A","44","5","573","0","0","0","1","0","0","0","1","1","1"
"Presidential Electors","Vermilion","00","19A-1","37","5","131","0","0","0","0","0","0","1","0","2","0"
"Presidential Electors","Vermilion","00","19B","2","0","11","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","20A-2","13","1","100","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","20B-1","12","1","180","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","21","8","0","54","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","21A","6","3","139","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","23","35","1","352","8","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","24","50","6","350","0","1","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","25","112","6","665","0","0","0","0","0","0","1","0","6","0"
"Presidential Electors","Vermilion","00","25A","10","2","119","1","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","26","34","5","301","1","0","0","0","0","0","0","0","1","0"
"Presidential Electors","Vermilion","00","26A","27","3","201","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","28","21","3","304","0","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Vermilion","00","29","30","5","220","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","32B","95","1","29","1","0","0","0","0","0","0","0","0","1"
"Presidential Electors","Vermilion","00","34","66","1","113","0","0","0","0","1","0","0","0","1","0"
"Presidential Electors","Vermilion","00","34A","78","4","29","1","0","0","0","0","0","0","0","2","0"
"Presidential Electors","Vermilion","00","35","58","1","148","0","0","0","0","2","0","0","0","2","0"
"Presidential Electors","Vermilion","00","36A-1","50","0","34","1","1","0","0","0","1","0","0","0","0"
"Presidential Electors","Vermilion","00","37","254","4","59","0","0","0","2","2","0","0","0","3","0"
"Presidential Electors","Vermilion","00","38","190","1","36","0","0","1","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","39","95","1","70","1","2","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","40","54","5","356","1","0","0","1","0","0","0","0","2","0"
"Presidential Electors","Vermilion","00","41","4","0","48","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","42A","62","0","276","2","0","1","1","0","0","0","0","0","1"
"Presidential Electors","Vermilion","00","42B","4","0","30","0","0","0","0","0","0","0","0","0","0"
"Presidential Electors","Vermilion","00","44","38","5","318","0","0","0","0","0","0","0","0","0","0"
